COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Alunos na região urbana;Alunos na região rural;Total de alunos que não reside em localização diferenciada;Total de alunos residente em área remanescente de quilombo;Total de alunos residente em área indígena;Total de alunos residente em área de assentamento;Total de alunos que não utilizam transporte escolar público;Total de alunos que utilizam transporte escolar público;Total de alunos que não utilizam Tração Animal;Total de alunos que utilizam Tração Animal;Média do IDEB - anos finais;Média do IDEB - Anos iniciais
35272848;EDMEA IGNEZ CHAMMA PROFA EM;3528502;Mairiporã;35;SP;276,0;11,0;12,0;;;;284,0;3,0;3,0;;;
35663116;JOAO VICENTE DE ARAUJO FILHO EM;3528502;Mairiporã;35;SP;4,0;66,0;65,0;;;;18,0;52,0;52,0;;;
35364769;SARKIS TELLIAN PREFEITO EM;3528502;Mairiporã;35;SP;269,0;;9,0;;;;235,0;34,0;34,0;;;6,6
35272942;IDALINA DA SILVA CARDOSO EM;3528502;Mairiporã;35;SP;133,0;141,0;141,0;;;;30,0;244,0;244,0;;;6,5
35272978;ESCOLA MUNICIPAL PROFESSORA MAGALI GUARISO DE CAMPOS;3528502;Mairiporã;35;SP;136,0;21,0;20,0;;;;15,0;142,0;142,0;;;6,3
35218492;ARMANDO PAVANELLI PROF EM;3528502;Mairiporã;35;SP;385,0;21,0;22,0;;;;356,0;50,0;50,0;;;6,8
35273946;CRISTIANE SILVA COSTA EM;3528502;Mairiporã;35;SP;93,0;15,0;15,0;;;;76,0;32,0;32,0;;;
35908423;CARLOS AUGUSTO DE PADUA FLEURY PROF;3528502;Mairiporã;35;SP;179,0;18,0;18,0;;;;186,0;11,0;11,0;;5,6;
35225859;TIRSI ANNA CASTELLANI GAMBERINI EM;3528502;Mairiporã;35;SP;310,0;15,0;16,0;;;;325,0;;;;;6,7
35005685;HERMELINA DE ALBUQUERQUE PASSARELLA PROFA;3528502;Mairiporã;35;SP;364,0;34,0;35,0;;;;236,0;162,0;162,0;;5,4;
35662999;RAMIRA FELIX DA SILVA EM;3528502;Mairiporã;35;SP;45,0;123,0;122,0;;;;2,0;166,0;166,0;;;6,3
35272917;ELIZA NEGRI DA SILVA ESCOLA MUNICIPAL;3528502;Mairiporã;35;SP;;139,0;137,0;;;;11,0;128,0;128,0;;;7,3
35197166;COLEGIO MARIA ANTONIA;3528502;Mairiporã;35;SP;156,0;9,0;9,0;;;;165,0;;;;;
35127061;MOACYR ARCHANJO DOS SANTOS EM;3528502;Mairiporã;35;SP;118,0;1,0;1,0;;;;22,0;97,0;97,0;;;7,0
35902385;MARIA ZEZA GOMES DE OLIVEIRA;3528502;Mairiporã;35;SP;58,0;150,0;150,0;;;;56,0;152,0;152,0;;5,2;
35218480;NICOLAU PINTO DA SILVA EM;3528502;Mairiporã;35;SP;291,0;25,0;25,0;;;;151,0;165,0;165,0;;;6,7
35098279;RENATO PINHO VEREADOR EM;3528502;Mairiporã;35;SP;4,0;48,0;48,0;;;;2,0;50,0;50,0;;;
35902366;BAIRRO DO ITAIM;3528502;Mairiporã;35;SP;3,0;177,0;177,0;;;;71,0;109,0;109,0;;5,1;
35169468;VIP SERRA COLEGIO;3528502;Mairiporã;35;SP;184,0;17,0;17,0;;;;201,0;;;;;
35904934;NAIR HANNICKEL ROMARO;3528502;Mairiporã;35;SP;199,0;3,0;3,0;;;;200,0;2,0;2,0;;6,0;
35005745;EE PIETRO PETRI;3528502;Mairiporã;35;SP;282,0;74,0;74,0;;;;206,0;150,0;150,0;;4,9;
35663050;INACIO PEREIRA DE OLIVEIRA FILHO EM;3528502;Mairiporã;35;SP;2,0;50,0;50,0;;;;16,0;36,0;36,0;;;6,1
35663037;JOSE ARNONI EM;3528502;Mairiporã;35;SP;109,0;11,0;13,0;;;;17,0;103,0;103,0;;;6,0
35005642;NIDE ZAIM CARDOSO PROFA;3528502;Mairiporã;35;SP;360,0;85,0;85,0;;;;309,0;136,0;136,0;;5,1;
35197154;COLEGIO MORAES;3528502;Mairiporã;35;SP;325,0;23,0;23,0;;;;348,0;;;;;
35207986;EPG - EPG EUGENIO CELESTE FILHO;3518800;Guarulhos;35;SP;149,0;;148,0;;;;145,0;4,0;4,0;;;6,8
35451770;EPG - EPG ZUZU ANGEL;3518800;Guarulhos;35;SP;239,0;;236,0;;;;199,0;40,0;40,0;;;
35442860;ALMEIDA COLEGIO;3518800;Guarulhos;35;SP;74,0;4,0;4,0;;;;78,0;;;;;
35188979;JARDIM PAULISTA COLEGIO;3518800;Guarulhos;35;SP;92,0;1,0;1,0;;;;93,0;;;;;
35041932;ARY JORGE ZEITUNE PROFESSOR;3518800;Guarulhos;35;SP;772,0;8,0;8,0;;;;670,0;110,0;110,0;;5,3;
35005836;BRASILIA CASTANHO DE OLIVEIRA DONA;3518800;Guarulhos;35;SP;613,0;5,0;7,0;;;;618,0;;;;5,1;
35114900;COLEGIO LARUCHI;3518800;Guarulhos;35;SP;23,0;;;;;;23,0;;;;;
35050088;EPG - EPG DALMEIDA BARBOSA;3518800;Guarulhos;35;SP;312,0;;307,0;;;;303,0;9,0;9,0;;;
35805661;COLEGIO OBJETIVO PLENITUDE I;3518800;Guarulhos;35;SP;136,0;;;;;;136,0;;;;;
35140132;PROGRESSO COLEGIO;3518800;Guarulhos;35;SP;295,0;4,0;5,0;;;;299,0;;;;;
35006075;ERICO VERISSIMO;3518800;Guarulhos;35;SP;325,0;1,0;1,0;;;;325,0;1,0;1,0;;;
35285785;REPUBLICA DA VENEZUELA II;3518800;Guarulhos;35;SP;310,0;1,0;1,0;;;;311,0;;;;4,2;
35166820;ANCORA COLEGIO;3518800;Guarulhos;35;SP;202,0;1,0;1,0;;;;203,0;;;;;
35108169;CIDADE MAIA COLEGIO;3518800;Guarulhos;35;SP;368,0;2,0;2,0;;;;370,0;;;;;
35150162;CENTRO EDUCACIONAL MORIAH;3518800;Guarulhos;35;SP;204,0;19,0;19,0;;;;223,0;;;;;
35006397;CID AUGUSTO GUELLI PROFESSOR;3518800;Guarulhos;35;SP;725,0;4,0;7,0;;;;727,0;2,0;2,0;;5,0;
35087440;EPG - EPG MANUEL BANDEIRA;3518800;Guarulhos;35;SP;551,0;;545,0;;;;526,0;25,0;25,0;;;6,3
35442525;EPG - EPG GIANFRANCESCO GUARNIERI;3518800;Guarulhos;35;SP;816,0;;806,0;;;;782,0;34,0;34,0;;;6,5
35923175;JOAO LUIZ DE GODOY MOREIRA PROFESSOR;3518800;Guarulhos;35;SP;1075,0;5,0;5,0;;;;1078,0;2,0;2,0;;5,4;
35130138;EPG - EPG MAURO ROLDAO NETO;3518800;Guarulhos;35;SP;172,0;;171,0;;;;170,0;2,0;2,0;;;
35908859;PASCOAL MAIMONI FILHO PROFESSOR;3518800;Guarulhos;35;SP;653,0;5,0;7,0;;;;657,0;1,0;1,0;;;6,5
35108078;SESI 398 CENTRO EDUCACIONAL;3518800;Guarulhos;35;SP;249,0;5,0;4,0;;;;254,0;;;;;
35041920;LICINIO CARPINELLI PROFESSOR;3518800;Guarulhos;35;SP;873,0;9,0;10,0;;;;875,0;7,0;7,0;;4,6;
35037497;BENEDITA DE OLIVEIRA ALE PROFESSORA;3518800;Guarulhos;35;SP;673,0;3,0;3,0;;;;676,0;;;;5,4;
35297513;RAFAEL RODRIGUES FILHO PREFEITO;3518800;Guarulhos;35;SP;809,0;16,0;16,0;;;;823,0;2,0;2,0;;;6,3
35006087;GENOEFA D AQUINO PACITTI PROFESSORA;3518800;Guarulhos;35;SP;584,0;4,0;5,0;;;;588,0;;;;5,0;
35269402;JARDIM ARUJA;3518800;Guarulhos;35;SP;287,0;10,0;9,0;;;;239,0;58,0;58,0;;;6,2
35900163;ALAYDE MARIA VICENTE PROFESSORA;3518800;Guarulhos;35;SP;266,0;1,0;1,0;;;;267,0;;;;;
35048872;MAURICIO GOULART DEPUTADO;3518800;Guarulhos;35;SP;560,0;5,0;5,0;;;;565,0;;;;5,0;6,9
35144216;T PARTHENON COLEGIO UNIDADE II;3518800;Guarulhos;35;SP;793,0;10,0;10,0;;;;803,0;;;;;
35805920;STELLA MARIS COLEGIO;3518800;Guarulhos;35;SP;40,0;;1,0;;;;40,0;;;;;
35128740;COLEGIO SANTA CLARA EDUCACAO INFANTIL E FUNDAMENTAL;3518800;Guarulhos;35;SP;64,0;4,0;4,0;;;;68,0;;;;;
35005940;IRMA CELESTE LAR;3518800;Guarulhos;35;SP;193,0;12,0;14,0;;;;203,0;2,0;2,0;;;7,2
35108145;MATER AMABILIS COLEGIO;3518800;Guarulhos;35;SP;971,0;2,0;16,0;;;;973,0;;;;;
35189807;COLEGIO DOM BOSCO;3518800;Guarulhos;35;SP;36,0;1,0;1,0;;;;37,0;;;;;
35908861;JOSE STOROPOLI DEPUTADO;3518800;Guarulhos;35;SP;823,0;7,0;7,0;;;;825,0;5,0;5,0;;5,6;
35907078;AGOSTINHO CANO;3518800;Guarulhos;35;SP;971,0;11,0;13,0;;;;982,0;;;;;6,7
35200104;EPG - EPG EVANIRA VIEIRA ROMAO;3518800;Guarulhos;35;SP;160,0;;157,0;;;;158,0;2,0;2,0;;;7,9
35211904;EPG - EPG GIOVANI ANGELINI;3518800;Guarulhos;35;SP;557,0;;546,0;;;;520,0;37,0;37,0;;;6,2
35805683;DAVILOHN COLEGIO;3518800;Guarulhos;35;SP;552,0;13,0;13,0;;;;565,0;;;;;
35039184;ROBERTA MARIA LOPES CHAVES PROFESSORA;3518800;Guarulhos;35;SP;648,0;6,0;6,0;;;;653,0;1,0;1,0;;5,4;
35566767;SONHO DO UNIVERSO COLEGIO;3518800;Guarulhos;35;SP;42,0;1,0;1,0;;;;43,0;;;;;
35304438;ELIEZER MACEDO CENTRO EDUCACIONAL;3518800;Guarulhos;35;SP;74,0;2,0;2,0;;;;76,0;;;;;
35005903;MARIA HELENA FARIA LIMA E CUNHA;3518800;Guarulhos;35;SP;587,0;1,0;1,0;;;;588,0;;;;4,8;
35004251;CENTRO EDUCACIONAL UNIVERSO DO SABER;3518800;Guarulhos;35;SP;41,0;2,0;2,0;;;;43,0;;;;;
35140855;MARIA BRAND COLEGIO;3518800;Guarulhos;35;SP;167,0;2,0;2,0;;;;169,0;;;;;
35268860;COLEGIO FAMOSO DOURADO;3518800;Guarulhos;35;SP;45,0;;;;;;45,0;;;;;
35078724;EPG - EPG JOSAFA TITO FIGUEIREDO;3518800;Guarulhos;35;SP;567,0;;562,0;;;;535,0;32,0;32,0;;;
35050143;EPG - EPG FELICIO MARCONDES;3518800;Guarulhos;35;SP;254,0;;249,0;;;;239,0;15,0;15,0;;;7,3
35108112;AUGUSTO RUSCHI COLEGIO;3518800;Guarulhos;35;SP;330,0;1,0;1,0;;;;331,0;;;;;
35411292;JARDIM FORTALEZA II;3518800;Guarulhos;35;SP;251,0;;;;;;251,0;;;;;
35439903;ALDO CLAUDIO FELIPE BONADEI INSTITUTO EDUCACIONAL;3518800;Guarulhos;35;SP;161,0;2,0;1,0;;;;163,0;;;;;
35206167;EPG - EPG SOPHIA FANTAZZINI CECCHINATO;3518800;Guarulhos;35;SP;735,0;;719,0;;;;697,0;38,0;38,0;;;6,6
35197397;ADONAI COLEGIO;3518800;Guarulhos;35;SP;283,0;5,0;5,0;;;;288,0;;;;;
35130148;EPG - EPG PERSEU ABRAMO;3518800;Guarulhos;35;SP;723,0;1,0;716,0;;;;633,0;91,0;91,0;;;6,6
35114935;DOMINIO COLEGIO;3518800;Guarulhos;35;SP;53,0;1,0;1,0;;;;54,0;;;;;
35173903;SIMETRIA COLEGIO;3518800;Guarulhos;35;SP;170,0;2,0;2,0;;;;172,0;;;;;
35912487;JOSE LEME LOPES DOUTOR;3518800;Guarulhos;35;SP;77,0;140,0;138,0;;;;78,0;139,0;139,0;;;
35036158;MARIO NAKATA PROFESSOR;3518800;Guarulhos;35;SP;688,0;4,0;8,0;;;;692,0;;;;4,8;
35268628;FENIX COLEGIO;3518800;Guarulhos;35;SP;177,0;1,0;1,0;;;;178,0;;;;;
35005782;ENNIO CHIESA PROFESSOR;3518800;Guarulhos;35;SP;204,0;1,0;1,0;;;;204,0;1,0;1,0;;4,6;
35297636;FINKE COLEGIO;3518800;Guarulhos;35;SP;20,0;;;;;;20,0;;;;;
35006048;ARY GOMES CORONEL;3518800;Guarulhos;35;SP;275,0;1,0;2,0;;;;275,0;1,0;1,0;;4,3;
35110309;EPG - EPG HELENA ANTIPOFF;3518800;Guarulhos;35;SP;271,0;;269,0;;;;262,0;9,0;9,0;;;6,8
35468320;EPG - EPG DEUCELIA ADEGAS PERA PROFESSORA;3518800;Guarulhos;35;SP;1061,0;;1040,0;;;;718,0;343,0;343,0;;;
35005885;ROTARY;3518800;Guarulhos;35;SP;136,0;1,0;1,0;;;;137,0;;;;;
35192824;EPG - EPG GRACILIANO RAMOS;3518800;Guarulhos;35;SP;757,0;;747,0;;;;734,0;23,0;23,0;;;6,9
35089230;EPG - EPG GRACIRA MARCHESI TRAMA PROFESSORA;3518800;Guarulhos;35;SP;167,0;;167,0;;;;152,0;15,0;15,0;;;6,5
35811464;COLEGIO BAUER;3518800;Guarulhos;35;SP;122,0;4,0;4,0;;;;125,0;1,0;1,0;;;
35916833;ANTONIO ROSAS DA SILVA GALVAO PROFESSOR;3518800;Guarulhos;35;SP;943,0;6,0;6,0;;;;944,0;5,0;5,0;;4,9;
35063484;EPG - EPG JOSE CARLOS DA SILVA PROFESSOR;3518800;Guarulhos;35;SP;166,0;;165,0;;;;166,0;;;;;
35529023;TORRICELLI COLEGIO INTERNACIONAL;3518800;Guarulhos;35;SP;365,0;5,0;5,0;;;;370,0;;;;;
35048859;VALDERICE THEREZINHA DA MOTTA CAMPOS MARCHINI PROFESSORA;3518800;Guarulhos;35;SP;589,0;1,0;1,0;;;;590,0;;;;4,9;
35006014;FRANCISCA DE ASSIS FERREIRA NOVAK;3518800;Guarulhos;35;SP;666,0;9,0;10,0;;;;674,0;1,0;1,0;;5,6;6,6
35160635;SAINT GERMAIN COLEGIO;3518800;Guarulhos;35;SP;434,0;11,0;11,0;;;;445,0;;;;;
35050180;EPG - EPG JOAO ALVARES PADRE;3518800;Guarulhos;35;SP;124,0;;124,0;;;;98,0;26,0;26,0;;;6,5
35923424;CARMINA MENDES SERODIO;3518800;Guarulhos;35;SP;507,0;7,0;7,0;;;;513,0;1,0;1,0;;5,0;
35005794;CAPISTRANO DE ABREU;3518800;Guarulhos;35;SP;466,0;8,0;8,0;;;;472,0;2,0;2,0;;;7,6
35207974;EPG - EPG DOLORES GILABEL HERNANDES POMPEO;3518800;Guarulhos;35;SP;733,0;1,0;718,0;;;;692,0;42,0;42,0;;;6,5
35276522;EPG - EPG JEAN PIAGET;3518800;Guarulhos;35;SP;754,0;1,0;726,0;;;;642,0;113,0;113,0;;;5,8
35308833;EDUCAR COLEGIO;3518800;Guarulhos;35;SP;797,0;23,0;24,0;;;;820,0;;;;;
35006427;JOAO CAVALHEIRO SALEM PROFESSOR;3518800;Guarulhos;35;SP;959,0;9,0;11,0;;;;964,0;4,0;4,0;;5,5;6,6
35006359;JOAO RIBEIRO DE BARROS COMANDANTE;3518800;Guarulhos;35;SP;462,0;2,0;2,0;;;;452,0;12,0;12,0;;;6,9
35046437;SALIME MUDEH PROFESSORA;3518800;Guarulhos;35;SP;1071,0;16,0;17,0;;;;1070,0;17,0;17,0;;5,2;
35085637;EPG - EPG PEDRINHO E NARIZINHO;3518800;Guarulhos;35;SP;699,0;1,0;694,0;;;;658,0;42,0;42,0;;;6,0
35142396;CASIMIRO DE ABREU COLEGIO;3518800;Guarulhos;35;SP;151,0;2,0;2,0;;;;153,0;;;;;
35154581;PAULO FREIRE CENTRO CONVIVENCIA EDUCACIONAL;3518800;Guarulhos;35;SP;307,0;10,0;10,0;;;;317,0;;;;;
35188864;COLEGIO BONVENUTO;3518800;Guarulhos;35;SP;248,0;3,0;3,0;;;;251,0;;;;;
35006348;VALENTIN GONZALEZ ALONSO PADRE;3518800;Guarulhos;35;SP;512,0;3,0;4,0;;;;484,0;31,0;31,0;;5,2;
35580512;COLEGIO MARIANO BARBOZA DE GUARULHOS;3518800;Guarulhos;35;SP;27,0;1,0;1,0;;;;28,0;;;;;
35110361;EPG - EPG CAROLINA MARIA DE JESUS;3518800;Guarulhos;35;SP;229,0;;228,0;;;;219,0;10,0;10,0;;;
35297525;PIMENTAS VII;3518800;Guarulhos;35;SP;630,0;3,0;3,0;;;;621,0;12,0;12,0;;4,8;
35290117;COLEGIO CATELAO;3518800;Guarulhos;35;SP;86,0;3,0;3,0;;;;89,0;;;;;
35431643;EPG - EPG EDSON NUNES MALECKA PROFESSOR;3518800;Guarulhos;35;SP;1205,0;;1183,0;;;;726,0;479,0;479,0;;;5,4
35006185;WALDEMAR FREIRE VERAS VEREADOR;3518800;Guarulhos;35;SP;357,0;4,0;5,0;;;;360,0;1,0;1,0;;5,4;
35050155;EPG - EPG FRANCISCO ANTUNES FILHO;3518800;Guarulhos;35;SP;42,0;;42,0;;;;41,0;1,0;1,0;;;
35006324;SANDI MIYAKE CAPITAO AVIADOR;3518800;Guarulhos;35;SP;744,0;14,0;20,0;;;;758,0;;;;;7,5
35050179;EPG - EPG MOREIRA MATOS;3518800;Guarulhos;35;SP;456,0;;441,0;;;;450,0;6,0;6,0;;;5,5
35150198;PRESBITERIANO DE GUARULHOS COLEGIO;3518800;Guarulhos;35;SP;1122,0;20,0;22,0;;;;1142,0;;;;;
35152785;SESI 427 CENTRO EDUCACIONAL;3518800;Guarulhos;35;SP;349,0;5,0;5,0;;;;354,0;;;;;
35806110;GERACAO 2000 ESCOLA DE ENSINO FUNDAMENTAL;3518800;Guarulhos;35;SP;108,0;;;;;;108,0;;;;;
35087403;EPG - EPG MONTEIRO LOBATO;3518800;Guarulhos;35;SP;217,0;;214,0;;;;209,0;8,0;8,0;;;
35192879;EPG - EPG MARIO QUINTANA;3518800;Guarulhos;35;SP;971,0;;962,0;;;;849,0;122,0;122,0;;;6,6
35442458;CAMINHO DO SABER COLEGIO;3518800;Guarulhos;35;SP;188,0;1,0;1,0;;;;189,0;;;;;
35142359;JULIO MESQUITA COLEGIO;3518800;Guarulhos;35;SP;213,0;5,0;5,0;;;;218,0;;;;;
35039469;SERAPHINA RENZI MARTELLO;3518800;Guarulhos;35;SP;120,0;38,0;37,0;;;;3,0;155,0;155,0;;;5,6
35561009;JARDIM SANTA TEREZINHA;3518800;Guarulhos;35;SP;619,0;7,0;7,0;;;;316,0;310,0;310,0;;4,8;
35006051;JOSE ROBERTO FRIEBOLIN PROFESSOR;3518800;Guarulhos;35;SP;502,0;2,0;2,0;;;;503,0;1,0;1,0;;6,0;6,7
35041889;CARLOS GIULIETTO;3518800;Guarulhos;35;SP;600,0;;;;;;599,0;1,0;1,0;;;6,9
35046395;WALDOMIRO POMPEO PREFEITO;3518800;Guarulhos;35;SP;443,0;8,0;8,0;;;;451,0;;;;;6,3
35135586;NAHIM AHMAD COLEGIO;3518800;Guarulhos;35;SP;379,0;7,0;9,0;;;;386,0;;;;;
35925081;PARQUE MIKAIL;3518800;Guarulhos;35;SP;624,0;7,0;9,0;;;;630,0;1,0;1,0;;;6,3
35006300;ARTHUR MARRET PROFESSOR;3518800;Guarulhos;35;SP;634,0;8,0;8,0;;;;641,0;1,0;1,0;;;6,8
35168531;SAO JUDAS TADEU EXTERNATO UNIDADE III;3518800;Guarulhos;35;SP;61,0;4,0;4,0;;;;65,0;;;;;
35197269;POLICIA MILITAR COLEGIO DA;3518800;Guarulhos;35;SP;704,0;65,0;64,0;;;;769,0;;;;;
35006282;BRUNO RICCO PADRE;3518800;Guarulhos;35;SP;562,0;4,0;4,0;;;;471,0;95,0;95,0;;4,2;
35005824;CRISPINIANO CONSELHEIRO;3518800;Guarulhos;35;SP;833,0;8,0;7,0;;;;841,0;;;;6,0;
35035725;MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA;3518800;Guarulhos;35;SP;486,0;1,0;4,0;;;;487,0;;;;5,2;6,2
35050131;EPG - EPG JOSE MAURICIO DE OLIVEIRA DOUTOR;3518800;Guarulhos;35;SP;506,0;;497,0;;;;483,0;23,0;23,0;;;5,7
35442446;CADMUS COLEGIO;3518800;Guarulhos;35;SP;270,0;6,0;6,0;;;;276,0;;;;;
35108182;ADVENTISTA DE GUARULHOS ESCOLA;3518800;Guarulhos;35;SP;427,0;5,0;5,0;;;;432,0;;;;;
35155196;VINICIUS DE MORAES COLEGIO;3518800;Guarulhos;35;SP;259,0;3,0;3,0;;;;262,0;;;;;
35809559;UNICULTURA COLEGIO;3518800;Guarulhos;35;SP;769,0;25,0;27,0;;;;794,0;;;;;
35035701;ANTONIO GROTKOWSKY PASTOR E VEREADOR;3518800;Guarulhos;35;SP;267,0;1,0;1,0;;;;205,0;63,0;63,0;;4,8;
35188827;TERCEIRO MILENIO COLEGIO;3518800;Guarulhos;35;SP;27,0;2,0;2,0;;;;29,0;;;;;
35006488;ESTEVAM DIAS TAVARES PROFESSOR;3518800;Guarulhos;35;SP;550,0;19,0;19,0;;;;569,0;;;;;7,7
35916845;ANNA LAMBERGA ZEGLIO;3518800;Guarulhos;35;SP;1069,0;21,0;22,0;;;;1084,0;6,0;6,0;;;6,1
35006506;HAROLDO VELOSO BRIGADEIRO;3518800;Guarulhos;35;SP;255,0;1,0;1,0;;;;111,0;145,0;145,0;;;
35160672;PORTAL DIMENSAO 3 COLEGIO;3518800;Guarulhos;35;SP;192,0;3,0;3,0;;;;195,0;;;;;
35468101;SAO JUDAS ESCOLA DE EDUCACAO ESPECIAL;3518800;Guarulhos;35;SP;100,0;3,0;5,0;;;;49,0;54,0;54,0;;;
35070014;EPG - EPG SELMA COLALILLO MARQUES;3518800;Guarulhos;35;SP;177,0;;174,0;;;;176,0;1,0;1,0;;;6,4
35125180;GUILHERME MARCONI COLEGIO;3518800;Guarulhos;35;SP;349,0;9,0;9,0;;;;358,0;;;;;
35152687;MONDRIAN COLEGIO UNIDADE;3518800;Guarulhos;35;SP;348,0;13,0;13,0;;;;361,0;;;;;
35805695;VILA FATIMA COLEGIO;3518800;Guarulhos;35;SP;214,0;4,0;4,0;;;;218,0;;;;;
35580958;COLEGIO FUTURUM;3518800;Guarulhos;35;SP;54,0;2,0;2,0;;;;56,0;;;;;
35005873;CONRADO SIVILA ALSINA PADRE;3518800;Guarulhos;35;SP;250,0;3,0;4,0;;;;253,0;;;;4,7;
35038362;BARTHOLOMEU DE CARLOS;3518800;Guarulhos;35;SP;543,0;;;;;;541,0;2,0;2,0;;;
35809548;GEOMETRIA COLEGIO;3518800;Guarulhos;35;SP;160,0;5,0;5,0;;;;165,0;;;;;
35900151;MARIA APARECIDA RODRIGUES PROFESSORA;3518800;Guarulhos;35;SP;904,0;7,0;7,0;;;;910,0;1,0;1,0;;4,9;
35386182;EPG - EPG CHICO MENDES;3518800;Guarulhos;35;SP;710,0;;703,0;;;;628,0;82,0;82,0;;;6,7
35005848;ALBERTO MENDES JR CAPITAO PM;3518800;Guarulhos;35;SP;345,0;3,0;4,0;;;;346,0;2,0;2,0;;;5,6
35006129;FRANCISCA BATISTA TRINDADE PROFESSORA;3518800;Guarulhos;35;SP;484,0;5,0;6,0;;;;489,0;;;;;7,0
35468400;CARBONELL COLEGIO;3518800;Guarulhos;35;SP;472,0;14,0;14,0;;;;486,0;;;;;
35174828;CLIP COLEGIO;3518800;Guarulhos;35;SP;315,0;4,0;4,0;;;;319,0;;;;;
35006026;ANTONIO DE RE VEREADOR;3518800;Guarulhos;35;SP;553,0;5,0;5,0;;;;556,0;2,0;2,0;;5,4;
35006440;OSWALDO SAMPAIO ALVES;3518800;Guarulhos;35;SP;471,0;6,0;8,0;;;;466,0;11,0;11,0;;5,1;6,2
35451782;EPG - EPG ZELIA GATTAI;3518800;Guarulhos;35;SP;80,0;;79,0;;;;77,0;3,0;3,0;;;
35128028;EMILIANA INSTITUTO EDUCACIONAL;3518800;Guarulhos;35;SP;12,0;;;;;;12,0;;;;;
35041919;SEBASTIAO WALTER FUSCO;3518800;Guarulhos;35;SP;633,0;4,0;4,0;;;;631,0;6,0;6,0;;4,9;
35386352;EPG - EPG MANOEL BOMFIM;3518800;Guarulhos;35;SP;775,0;;765,0;;;;725,0;50,0;50,0;;;5,9
35442744;EPG - EPG ALVARES DE AZEVEDO;3518800;Guarulhos;35;SP;633,0;1,0;621,0;;;;446,0;188,0;188,0;;;7,0
35125167;OFICINA COLEGIO;3518800;Guarulhos;35;SP;209,0;1,0;1,0;;;;210,0;;;;;
35112033;EPG - EPG ANITA MALFATTI;3518800;Guarulhos;35;SP;58,0;;58,0;;;;57,0;1,0;1,0;;;
35904797;CACILDA CACAPAVA DE OLIVEIRA PROFESSORA;3518800;Guarulhos;35;SP;672,0;5,0;6,0;;;;675,0;2,0;2,0;;;7,0
35923771;ZILDA GRACA MARTINS DE OLIVEIRA PROFESSORA;3518800;Guarulhos;35;SP;486,0;7,0;7,0;;;;489,0;4,0;4,0;;5,2;
35167496;O PEQUENO APRENDIZ ESCOLA DE EIEF;3518800;Guarulhos;35;SP;114,0;4,0;4,0;;;;118,0;;;;;
35004432;COLEGIO ECO MONTESSORI;3518800;Guarulhos;35;SP;10,0;;1,0;;;;10,0;;;;;
35081528;EPG - EPG SITIO DO PICAPAU AMARELO;3518800;Guarulhos;35;SP;492,0;;481,0;;;;444,0;48,0;48,0;;;5,8
35904806;PEDRO MORCELI;3518800;Guarulhos;35;SP;470,0;10,0;10,0;;;;474,0;6,0;6,0;;4,8;
35234898;EPG - EPG NAZIRA ABBUD ZANARDI;3518800;Guarulhos;35;SP;313,0;;307,0;;;;4,0;309,0;309,0;;;5,8
35006172;ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL I RECANTO DA VOVO;3518800;Guarulhos;35;SP;6,0;;;;;;6,0;;;;;
35006128;COLEGIO GARATUJA;3518800;Guarulhos;35;SP;84,0;3,0;3,0;;;;87,0;;;;;
35006294;CHIYO YAMAMOTO DONA;3518800;Guarulhos;35;SP;338,0;4,0;4,0;;;;341,0;1,0;1,0;;5,1;
35006464;THEREZINHA CLOSA ELEUTERIO PROFESSORA;3518800;Guarulhos;35;SP;561,0;7,0;7,0;;;;566,0;2,0;2,0;;4,7;
35050124;EPG - EPG CRISPINIANO SOARES;3518800;Guarulhos;35;SP;610,0;;605,0;;;;585,0;25,0;25,0;;;6,6
35006178;ODETE FERNANDES PINTO DA SILVA PROFA;3518800;Guarulhos;35;SP;479,0;7,0;7,0;;;;485,0;1,0;1,0;;4,3;
35925068;RECREIO SAO JORGE II;3518800;Guarulhos;35;SP;305,0;5,0;5,0;;;;309,0;1,0;1,0;;;
35304049;AUTENTICO COLEGIO;3518800;Guarulhos;35;SP;392,0;10,0;9,0;;;;402,0;;;;;
35077926;EPG - EPG ZILDA FURINI FANGANIELLO;3518800;Guarulhos;35;SP;284,0;;281,0;;;;257,0;27,0;27,0;;;6,4
35147254;ANIBAL CHAIM JORGE FILHO ESCOLA DE EDUCACAO ESPECIAL UNID I;3518800;Guarulhos;35;SP;144,0;1,0;1,0;;;;70,0;75,0;75,0;;;
35206143;EPG - EPG JOCYMARA DE FALCHI JORGE;3518800;Guarulhos;35;SP;776,0;2,0;760,0;;;;731,0;47,0;47,0;;;6,1
35278841;EPG - EPG UNDINA CAPELLARI NUNES MISSIONARIA;3518800;Guarulhos;35;SP;178,0;;177,0;;;;118,0;60,0;60,0;;;
35925986;JARDIM NOVA CUMBICA II;3518800;Guarulhos;35;SP;811,0;10,0;13,0;;;;770,0;51,0;51,0;;5,2;5,9
35400336;GARDHON BANDEIRAS COLEGIO;3518800;Guarulhos;35;SP;265,0;6,0;6,0;;;;271,0;;;;;
