COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Total de escolas sem ensino fundamental - anos iniciais;Total de escolas com ensino fundamental - anos iniciais;Total de escolas sem Ensino Fundamental - Anos finais;Total de escolas com Ensino Fundamental - Anos finais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de escolas que não possuem esgoto sanitário da rede pública;Total de escolas que possuem esgoto sanitário da rede pública;Total de escolas que não possuem coleta de lixo periódica;Total de escolas que possuem coleta de lixo periódica;Total de escolas que não possuem laboratório de informática;Total de escolas que possuem laboratório de informática;Total de escolas que não possuem laboratório de ciências;Total de escolas que possuem laboratório de ciências;Total de escolas que não possuem sala para atendimento educacional especializado;Total de escolas que possuem sala para atendimento educacional especializado;Total de escolas que não possuem quadra de esportes;Total de escolas que possuem quadra de esportes;Total de escolas que não possuem biblioteca e/ou sala de leitura;Total de escolas que possuem biblioteca e/ou sala de leitura;Total de de salas de aulas utilizadas na escola;Total de escolas que não possuem equipamento de som;Total de escolas que possuem equipamento de som;Total de escolas que não possuem projetor multimídia;Total de escolas que possuem projetor multimídia;Total de escolas que não possuem acesso à internet;Total de escolas que possuem acesso à internet;Total de escolas que não oferecem AEE;Total de escolas que oferecem AEE não exclusivamente;Total de escolas que oferecem AEE exclusivamente;Total de escolas que não oferecem atividade complementar;Total de escolas que oferecem atividade complementar não exclusivamente;Total de escolas que oferecem atividade complementar exclusivamente;Total de escolas que não possuem ensino fundamental organizado em ciclos;Total de escolas que possuem ensino fundamental organizado em ciclos;Total de escolas fora de localização diferenciada;Total de escolas localizadas em assentamento;Total de escolas localizadas em terra indígena;Total de escolas localizadas em terras remanescentes de quilombos;Total de escolas sem ensino organizado em Alternância;Total de escolas com ensino organizado em Alternância;Total de salas de aulas climatizadas na escola;Total de escolas que não possuemdesktop em uso pelos alunos;Total de escolas que possuem desktop em uso pelos alunos;Total de escolas que não possuem notebook em uso pelos alunos;Total de escolas que possuem notebook em uso pelos alunos;Total de escolas que não possuem tablets em uso pelos alunos;Total de escolas que possuem tablets em uso pelos alunos;Total de escolas que não possuem acesso à internet para os alunos;Total de escolas que possuem acesso à internet para os alunos;Total de escolas que não possuem acesso à internet para uso administrativo;Total de escolas que possuem acesso à internet para uso administrativo;Total de escolas que não possuem acesso à internet para uso nos processos de ensino e aprendizagem;Total de escolas que possuem acesso à internet para uso nos processos de ensino e aprendizagem;Total de escolas que não possuem acervo multimídia;Total de escolas que possuem acervo multimídia;Total de escolas que não possuem instrumentos musicais para conjunto, banda / fanfarra / aulas de música;Total de escolas que possuem instrumentos musicais para conjunto, banda / fanfarra / aulas de música;Média do IDEB - anos finais;Média do IDEB - Anos iniciais
29096464;ESCOLA MUNICIPAL AUGUSTO MOREIRA BASTOS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;;;;1,0;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29096073;CENTRO EDUCACIONAL EDITE NUNES;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;8;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;;
29353190;ESCOLA MUNICIPAL DOCE LAR DA CRIANCA;2910800;Feira de Santana;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;10;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;5;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29093996;ESCOLA MUNICIPAL PARQUE BRASIL;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;20;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;10;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;;5,0
29457955;COLEGIO PEIXOTO;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;;1,0;;1,0;12;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;12;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29094445;ESCOLA JOAO PAULO II DA ASSOCIACAO NACIONAL DE INSTRUCAO;2910800;Feira de Santana;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;18;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;9;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;;6,8
29097347;ESCOLA MUNICIPAL ROSENDO DE OLIVEIRA LOPES;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29097975;ESCOLA MUNICIPAL ARTHUR MARTINS DA SILVA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;24;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;12;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;;4,7
29094682;EE - COLEGIO ESTADUAL PADRE VIEIRA;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;9;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;1,0;1,0;;3,7;
29095190;EE - COLEGIO GEORGINA SOARES NASCIMENTO;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;10;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;3,1;
29096936;ESCOLA MUNICIPAL AUGUSTO MARIA RAMOS;2910800;Feira de Santana;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29431085;ESCOLA MUNICIPAL BEATRIZ BISPO MIRANDA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;6;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;3;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29470986;ESCOLA MUNICIPAL PROFESSORA LIDICE ANTUNES BARROS;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;;1,0;;1,0;11;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;11;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;4,1
29342880;COLEGIO HELYOS;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;44;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;44;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;;1,0;;1,0;;
29427355;ESCOLA CONTO DE FADAS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;22;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29353220;ESCOLA MUNICIPAL LEOVIGILDO RIBEIRO SANTOS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;1;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;
29447429;ESCOLA MUNICIPAL JACIRA ALMEIDA SANTOS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;8;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;4;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;4,6
29446341;ESCOLA CRISTO REY;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;4;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;;
29097576;ESCOLA MUNICIPAL PROFESSORA MARIA ODETE SOUZA OLIVEIRA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;
29098130;ESCOLA MUNICIPAL PROFESSORA JULIETA FRUTUOSO DE ARAUJO;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;6;;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;;;1,0;;3;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;3,9;
29093546;EE - COLEGIO ESTADUAL JOSE FERREIRA PINTO;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;;1,0;;1,0;19;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;;1,0;3,1;
29093864;EDUCANDARIO VITAL BRASIL;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;5;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;;1,0;;
29473861;ESCOLA NOVA DIMENSAO;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;5;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29426952;ESCOLA ELOI LTDA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;8;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;1,0;1,0;;;
29447232;EDUCANDARIO AVIVAMENTO DO SABER;2910800;Feira de Santana;29;BA;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;;1,0;12;;1,0;;1,0;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29095204;ESCOLA HENRIQUE COSTA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29097541;EE - COLEGIO ESTADUAL ITAN GUIMARAES CERQUEIRA - POV DE SANTA QUITERIA;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;8;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,9;
29398525;ESCOLA EDIFICAR;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29094518;ESCOLA MUNICIPAL DOUTOR DEMOSTHENES ALVARO DE BRITO;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;10;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;5;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;;3,7
29093350;EE - COLEGIO ESTADUAL ODORICO TAVARES;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;14;;1,0;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;3,1000000000000005;
29096529;ESCOLA MUNICIPAL TIMOTEO MOREIRA DUARTE;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;;;;1,0;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;;;;;
29098076;ESCOLA MUNICIPAL ARTUR SANTIAGO DA MOTA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;4,2
29431360;ESCOLA MUNICIPAL OTAVIANO FERREIRA CAMPOS IPUACU;2910800;Feira de Santana;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29442419;CENTRO EDUCACIONAL PRO INFANCIA;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;9;;1,0;;1,0;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;
29097215;ESCOLA MUNICIPAL MARIA DAS GRACAS MENDONCA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;5;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;5;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29411408;COLEGIO LIMITE;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;15;;1,0;;1,0;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;14;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;;
29097800;ESCOLA MUNICIPAL IZIDRO ALVES DE JESUS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;8;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;4;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;
29097835;ESCOLA MUNICIPAL RAUL RIBEIRO DE OLIVEIRA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;;1,0;12;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;6;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;4,1
29094666;ESCOLA PADRE GIOVANNI CIRESOLA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;20;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;10;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;;5,2
29095336;ESCOLA MODERNA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;6;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;;1,0;1,0;;;
29352517;ESCOLA MUNICIPAL PROFESSORA ALMIRA PEREIRA LAGO;2910800;Feira de Santana;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;10;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;5;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;4,2
29468531;COLEGIO ATHOS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;6;;1,0;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;2;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;1,0;1,0;;;
29095166;EE - COLEGIO ESTADUAL UYARA PORTUGAL;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;22;;1,0;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;1,0;1,0;;3,0;
29382386;ESCOLA IDEAL;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;12;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;;
29095646;ESCOLA MUNICIPAL MARIA ANTONIA COSTA;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;;1,0;20;;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;;;1,0;;10;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;3,8999999999999995;4,5
29097495;ESCOLA MUNICIPAL MARIA AMALIA MARTINS DALTRO COELHO;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;10;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;5;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;4,4
29410991;ESCOLA PRISMA;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;1,0;;;1,0;;1,0;22;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;22;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;
29095662;ESCOLA MUNICIPAL MARTINIANO DA SILVA CARNEIRO;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;;1,0;4;;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29096715;ESCOLA MUNICIPAL PAULO MACHADO DOS SANTOS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29094879;ESCOLA AMELIA DOURADO NEVES;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;14;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;7;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29097274;ESCOLA MUNICIPAL FIRMINO JOSE DE BRITO;2910800;Feira de Santana;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;3;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;3;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;;;;;
29463793;ESCOLA PARQUE DO SABER;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;8;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29473934;ESCOLA REVELACAO;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;7;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29093724;COLEGIO ESTADUAL EDUARDO FROES DA MOTTA;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;7;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;7;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;;;;4,8;
29095786;ESCOLA MUNICIPAL REGINA VITAL;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;8;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;4;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;5,700000000000001
29093260;EE - COLEGIO ESTADUAL GENERAL OSORIO;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;;1,0;;1,0;18;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;;1,0;1,0;;;
29093937;ESCOLA MUNICIPAL ANA MARIA ALVES DOS SANTOS;2910800;Feira de Santana;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;20;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;10;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;;
29442524;ESCOLA ENCANTO DE CRIANCA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;10;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;;
29352649;ESCOLA LUIS ALBERTO DA ASSOCIACAO UNIAO E FORCA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;20;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;10;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;;5,4
29096987;ESCOLA MUNICIPAL MARIA DE OLIVEIRA DOREA;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;1;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;;;;;;
29472890;CENTRO EDUCACIONAL MARIO NETO;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;9;;1,0;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;9;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
29447160;ESCOLA BEBE TERNURA;2910800;Feira de Santana;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;13;;1,0;;1,0;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;13;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29473080;ESCOLA ESDRAS;2910800;Feira de Santana;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;3;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;;
